source, target, gene_source,gene_target,taxon,score,neighborhood, fusion, phylogen_profile, co_expression,expt, db_score, text_mining,source_essential,target_essential,edge_type
171101.spr0017,171101.spr1009,spr0017,spr1009,171101,0.761,0,0.019,0.761,0,0,0,0,n,n,N-N
171101.spr0017,171101.spr1675,spr0017,spr1675,171101,0.76,0,0.019,0.76,0,0,0,0,n,n,N-N
171101.spr0017,171101.spr0029,spr0017,spr0029,171101,0.76,0,0.019,0.76,0,0,0,0,n,n,N-N
171101.spr0017,171101.spr1701,spr0017,spr1701,171101,0.752,0,0.016,0.752,0,0,0,0,n,n,N-N
171101.spr0017,171101.spr0987,spr0017,spr0987,171101,0.742,0,0.026,0.742,0,0,0,0,n,n,N-N
171101.spr0017,171101.spr0133,spr0017,spr0133,171101,0.713,0,0.019,0.713,0,0,0,0,n,n,N-N
171101.spr0018,171101.spr0019,spr0018,spr0019,171101,0.713,0.713,0,0,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr0017,spr0019,spr0017,171101,0.849,0.447,0.02,0.739,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr0987,spr0019,spr0987,171101,0.782,0,0.037,0.782,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr0029,spr0019,spr0029,171101,0.782,0,0.023,0.782,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr0766,spr0019,spr0766,171101,0.767,0,0.022,0.767,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr0765,spr0019,spr0765,171101,0.756,0,0.024,0.756,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr1008,spr0019,AAK99812.1,171101,0.743,0,0.021,0.743,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr1676,spr0019,spr1676,171101,0.743,0,0.021,0.743,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr1702,spr0019,spr1702,171101,0.741,0,0.021,0.741,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr0986,spr0019,spr0986,171101,0.741,0,0.021,0.741,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr1716,spr0019,spr1716,171101,0.739,0,0.017,0.739,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr0041,spr0019,IS1167,171101,0.731,0,0.019,0.731,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr0132,spr0019,spr0132,171101,0.716,0,0.022,0.716,0,0,0,0,n,n,N-N
171101.spr0019,171101.spr0018,spr0019,spr0018,171101,0.713,0.713,0,0,0,0,0,0,n,n,N-N
373153.SPD_0024,373153.SPD_0062,purA,purB,373153,0.995,0.378,0,0.414,0.608,0.272,0.9,0.678,n,n,N-N
373153.SPD_0024,373153.SPD_0057,purA,purH,373153,0.993,0.158,0,0.158,0.462,0.198,0.9,0.826,n,n,N-N
373153.SPD_0024,373153.SPD_1107,purA,guaC,373153,0.993,0.357,0,0.222,0.221,0,0.9,0.857,n,n,N-N
373153.SPD_0024,373153.SPD_2055,purA,guaB,373153,0.983,0.389,0,0.218,0.233,0,0.9,0.629,n,y,N-E
373153.SPD_0024,373153.SPD_0012,purA,hpt,373153,0.966,0.158,0,0,0.154,0,0.9,0.585,n,y,N-E
373153.SPD_0024,373153.SPD_1133,purA,pyrB,373153,0.959,0.115,0,0.19,0.066,0,0.9,0.49,n,n,N-N
373153.SPD_0024,373153.SPD_1274,purA,guaA,373153,0.952,0.451,0,0.594,0.278,0.108,0,0.718,n,n,N-N
373153.SPD_0024,373153.SPD_0110,purA,argG,373153,0.947,0.12,0,0,0.231,0,0.9,0.317,n,n,N-N
373153.SPD_0024,373153.SPD_1796,purA,L-asparaginase,373153,0.913,0.063,0,0,0.066,0.112,0.9,0.058,n,n,N-N
373153.SPD_0024,373153.SPD_1768,purA,asnA,373153,0.905,0.068,0,0,0,0,0.9,0.066,n,n,N-N
373153.SPD_0024,373153.SPD_0058,purA,purD,373153,0.903,0.16,0,0.151,0.244,0.125,0,0.826,n,n,N-N
373153.SPD_0024,373153.SPD_0052,purA,SPD_0052,373153,0.887,0.451,0,0.157,0.16,0.135,0,0.718,n,n,N-N
373153.SPD_0024,373153.SPD_0051,purA,purC,373153,0.869,0.245,0,0,0.098,0.138,0,0.804,n,n,N-N
373153.SPD_0024,373153.SPD_0033,purA,prsA,373153,0.836,0.214,0,0.262,0.154,0.103,0,0.685,n,n,N-N
373153.SPD_0024,373153.SPD_0377,purA,SPD_0377,373153,0.828,0.051,0,0,0.149,0,0.8,0.065,n,n,N-N
373153.SPD_0024,373153.SPD_0025,purA,tadA,373153,0.801,0.613,0,0,0.071,0,0,0.49,n,n,N-N
373153.SPD_0024,373153.SPD_0059,purA,purE,373153,0.8,0.158,0,0,0.075,0,0,0.764,n,n,N-N
373153.SPD_0024,373153.SPD_0054,purA,purM,373153,0.795,0.158,0,0,0.08,0,0,0.756,n,n,N-N
373153.SPD_0024,373153.SPD_0060,purA,purK,373153,0.79,0.069,0,0,0.075,0,0,0.775,n,n,N-N
373153.SPD_0024,373153.SPD_1776,purA,purR,373153,0.726,0.043,0,0,0,0.246,0,0.651,n,n,N-N
373153.SPD_0025,373153.SPD_0789,tadA,pfkA,373153,0.811,0.103,0.764,0.151,0.073,0,0,0,n,y,N-E
373153.SPD_0025,373153.SPD_0024,tadA,purA,373153,0.801,0.613,0,0,0.071,0,0,0.49,n,n,N-N
373153.SPD_0025,373153.SPD_0011,tadA,tilS,373153,0.795,0.158,0.342,0,0.076,0,0,0.648,n,n,N-N
373153.SPD_0025,373153.SPD_1011,tadA,SPD_1011,373153,0.763,0.053,0.76,0,0,0,0,0,n,n,N-N
373153.SPD_0025,373153.SPD_1070,tadA,truB,373153,0.708,0.043,0,0.229,0.075,0,0,0.623,n,n,N-N
373153.SPD_0027,373153.SPD_0581,dut,thyA,373153,0.991,0.131,0,0,0.818,0.133,0.9,0.462,n,y,N-E
373153.SPD_0027,373153.SPD_0825,dut,tmk,373153,0.982,0.103,0,0,0.718,0,0.9,0.377,n,n,N-N
373153.SPD_0027,373153.SPD_0680,dut,SPD_0680,373153,0.976,0.098,0,0,0.729,0,0.9,0.162,n,n,N-N
373153.SPD_0027,373153.SPD_0187,dut,nrdD,373153,0.961,0.44,0,0,0,0,0.9,0.371,n,n,N-N
373153.SPD_0027,373153.SPD_1757,dut,ndk,373153,0.953,0.052,0,0,0.165,0,0.9,0.485,n,n,N-N
373153.SPD_0027,373153.SPD_0648,dut,SPD_0648,373153,0.948,0.144,0,0,0.341,0.127,0.9,0.122,n,n,N-N
373153.SPD_0027,373153.SPD_0904,dut,tdk,373153,0.935,0,0,0,0.201,0,0.9,0.259,n,n,N-N
373153.SPD_0027,373153.SPD_0856,dut,dgkA,373153,0.903,0.072,0,0,0,0,0.9,0,n,n,N-N
373153.SPD_0027,373153.SPD_1955,dut,SPD_1955,373153,0.9,0,0,0,0,0,0.9,0,n,n,N-N
373153.SPD_0027,373153.SPD_1939,dut,SPD_1939,373153,0.9,0,0,0,0,0,0.9,0,n,n,N-N
373153.SPD_0027,373153.SPD_0028,dut,SPD_0028,373153,0.899,0.896,0,0,0.068,0,0,0,n,n,N-N
373153.SPD_0027,373153.SPD_0002,dut,dnaN,373153,0.867,0.107,0,0,0.847,0,0,0.106,n,n,N-N
373153.SPD_0027,373153.SPD_1020,dut,rnhB,373153,0.813,0.084,0,0,0.799,0,0,0.066,n,n,N-N
373153.SPD_0027,373153.SPD_1032,dut,ung,373153,0.807,0.106,0,0,0.592,0.137,0,0.462,n,n,N-N
373153.SPD_0027,373153.SPD_1042,dut,nrdE,373153,0.795,0.172,0,0,0.729,0,0,0.162,n,y,N-E
373153.SPD_0027,373153.SPD_0029,dut,radA,373153,0.783,0.708,0,0,0.118,0,0,0.225,n,n,N-N
373153.SPD_0027,373153.SPD_1626,dut,xth,373153,0.71,0.078,0,0.184,0.22,0.137,0,0.516,n,n,N-N
373153.SPD_0027,373153.SPD_0460,dut,dnaK,373153,0.704,0.043,0,0,0.075,0.119,0.644,0.1,n,y,N-E
373153.SPD_0027,373153.SPD_0550,dut,rplK,373153,0.703,0.043,0,0,0.082,0,0.69,0,n,y,N-E
373153.SPD_0028,373153.SPD_0027,SPD_0028,dut,373153,0.899,0.896,0,0,0.068,0,0,0,n,n,N-N
373153.SPD_0028,373153.SPD_0029,SPD_0028,radA,373153,0.716,0.708,0,0,0.067,0,0,0,n,n,N-N
373153.SPD_0029,373153.SPD_1739,radA,recA,373153,0.885,0.042,0,0.403,0.096,0,0,0.804,n,n,N-N
373153.SPD_0029,373153.SPD_0038,radA,polA,373153,0.843,0.445,0,0,0.083,0,0,0.718,n,n,N-N
373153.SPD_0029,373153.SPD_1740,radA,cinA,373153,0.83,0.055,0,0,0,0,0,0.827,n,n,N-N
373153.SPD_0029,373153.SPD_0030,radA,SPD_0030,373153,0.824,0.752,0,0,0,0,0,0.32,n,n,N-N
373153.SPD_0029,373153.SPD_2030,radA,dnaB,373153,0.806,0.158,0.577,0,0.108,0,0,0.462,n,y,N-E
373153.SPD_0029,373153.SPD_0027,radA,dut,373153,0.783,0.708,0,0,0.118,0,0,0.225,n,n,N-N
373153.SPD_0029,373153.SPD_0532,radA,recJ,373153,0.771,0.079,0,0.155,0.09,0.127,0,0.688,n,n,N-N
373153.SPD_0029,373153.SPD_0241,radA,ruvB,373153,0.749,0.157,0,0.348,0.079,0,0,0.563,n,y,N-E
373153.SPD_0029,373153.SPD_0028,radA,SPD_0028,373153,0.716,0.708,0,0,0.067,0,0,0,n,n,N-N
373153.SPD_0030,373153.SPD_0031,SPD_0030,SPD_0031,373153,0.915,0.777,0,0,0,0,0,0.634,n,n,N-N
373153.SPD_0030,373153.SPD_0029,SPD_0030,radA,373153,0.824,0.752,0,0,0,0,0,0.32,n,n,N-N
373153.SPD_0030,373153.SPD_0032,SPD_0030,SPD_0032,373153,0.778,0.777,0,0,0,0,0,0,n,n,N-N
171101.spr0026,171101.spr0025,spr0026,radA,171101,0.897,0.894,0,0,0,0,0,0.068,n,n,N-N
171101.spr0026,171101.spr0027,spr0026,spr0027,171101,0.819,0.781,0,0,0,0,0,0.207,n,n,N-N
171101.spr0026,171101.spr0023,spr0026,dut,171101,0.756,0.704,0,0,0,0,0,0.207,n,n,N-N
373153.SPD_0031,373153.SPD_0032,SPD_0031,SPD_0032,373153,0.964,0.845,0.781,0,0,0,0,0,n,n,N-N
373153.SPD_0031,373153.SPD_0030,SPD_0031,SPD_0030,373153,0.915,0.777,0,0,0,0,0,0.634,n,n,N-N
373153.SPD_0031,373153.SPD_1213,SPD_0031,SPD_1213,373153,0.767,0,0,0.767,0,0,0,0,n,n,N-N
373153.SPD_0033,373153.SPD_0053,prsA,purF,373153,0.969,0.102,0,0,0.115,0.119,0.9,0.626,n,y,N-E
373153.SPD_0033,373153.SPD_1839,prsA,tkt,373153,0.943,0.068,0,0,0.077,0,0.9,0.424,n,n,N-N
373153.SPD_0033,373153.SPD_0723,prsA,rpiA,373153,0.919,0.052,0,0,0.114,0,0.9,0.159,n,n,N-N
373153.SPD_0033,373153.SPD_1326,prsA,pgm,373153,0.916,0.066,0,0,0.068,0,0.9,0.151,n,n,N-N
373153.SPD_0033,373153.SPD_0724,prsA,deoB,373153,0.916,0,0,0,0,0,0.9,0.196,n,n,N-N
373153.SPD_0033,373153.SPD_1027,prsA,SPD_1027,373153,0.912,0,0,0,0.316,0.262,0.824,0.133,n,n,N-N
373153.SPD_0033,373153.SPD_0875,prsA,SPD_0875,373153,0.906,0.076,0,0,0.073,0,0.9,0,n,n,N-N
373153.SPD_0033,373153.SPD_1957,prsA,Transketolase,373153,0.902,0.063,0,0,0,0,0.9,0,n,n,N-N
373153.SPD_0033,373153.SPD_1958,prsA,SPD_1958,373153,0.902,0.063,0,0,0,0,0.9,0.046,n,n,N-N
373153.SPD_0033,373153.SPD_1274,prsA,guaA,373153,0.882,0.374,0,0.291,0.357,0,0,0.637,n,n,N-N
373153.SPD_0033,373153.SPD_0874,prsA,glmU,373153,0.866,0.378,0.477,0.502,0.142,0,0,0.19,n,y,N-E
373153.SPD_0033,373153.SPD_0609,prsA,pyrE,373153,0.846,0,0,0,0.101,0,0.8,0.217,n,n,N-N
373153.SPD_0033,373153.SPD_0024,prsA,purA,373153,0.836,0.214,0,0.262,0.154,0.103,0,0.685,n,n,N-N
373153.SPD_0033,373153.SPD_1024,prsA,SPD_1024,373153,0.83,0,0,0,0.067,0,0.825,0.046,n,n,N-N
373153.SPD_0033,373153.SPD_0250,prsA,Pullulanase,373153,0.813,0.068,0,0,0.19,0.226,0.699,0.103,n,n,N-N
373153.SPD_0033,373153.SPD_1026,prsA,SPD_1026,373153,0.808,0,0,0,0.19,0.226,0.699,0.103,n,n,N-N
373153.SPD_0033,373153.SPD_0980,prsA,prs2,373153,0.808,0,0,0.784,0,0,0.8,0,n,n,N-N
373153.SPD_0033,373153.SPD_1297,prsA,pdxS,373153,0.806,0,0,0,0.072,0,0.8,0,n,n,N-N
373153.SPD_0033,373153.SPD_1296,prsA,pdxT,373153,0.805,0,0,0,0.068,0,0.8,0,n,n,N-N
373153.SPD_0033,373153.SPD_1028,prsA,acoA,373153,0.8,0,0,0,0.081,0.106,0.76,0.106,n,n,N-N
171101.spr0029,171101.spr0019,spr0029,spr0019,171101,0.782,0,0.023,0.782,0,0,0,0,n,n,N-N
171101.spr0029,171101.spr0765,spr0029,spr0765,171101,0.77,0,0.023,0.77,0,0,0,0,n,n,N-N
171101.spr0029,171101.spr0987,spr0029,spr0987,171101,0.768,0,0.033,0.768,0,0,0,0,n,n,N-N
171101.spr0029,171101.spr0766,spr0029,spr0766,171101,0.761,0,0.022,0.761,0,0,0,0,n,n,N-N
171101.spr0029,171101.spr0017,spr0029,spr0017,171101,0.76,0,0.019,0.76,0,0,0,0,n,n,N-N
171101.spr0029,171101.spr1676,spr0029,spr1676,171101,0.75,0,0.022,0.75,0,0,0,0,n,n,N-N
171101.spr0029,171101.spr1008,spr0029,AAK99812.1,171101,0.75,0,0.022,0.75,0,0,0,0,n,n,N-N
171101.spr0029,171101.spr0986,spr0029,spr0986,171101,0.749,0,0.021,0.749,0,0,0,0,n,n,N-N
171101.spr0029,171101.spr1702,spr0029,spr1702,171101,0.748,0,0.022,0.748,0,0,0,0,n,n,N-N
171101.spr0029,171101.spr0041,spr0029,IS1167,171101,0.744,0,0.022,0.744,0,0,0,0,n,n,N-N
171101.spr0029,171101.spr0132,spr0029,spr0132,171101,0.742,0,0.023,0.742,0,0,0,0,n,n,N-N
373153.SPD_0035,373153.SPD_0036,SPD_0035,SPD_0036,373153,0.845,0.845,0,0,0,0,0,0,n,n,N-N
373153.SPD_0038,373153.SPD_0002,polA,dnaN,373153,0.999,0.085,0,0.472,0.659,0.999,0.997,0.718,n,n,N-N
373153.SPD_0038,373153.SPD_1739,polA,recA,373153,0.999,0.177,0,0.291,0.193,0.997,0.961,0.718,n,n,N-N
373153.SPD_0038,373153.SPD_1465,polA,SPD_1465,373153,0.999,0.41,0,0,0.31,0.241,0.997,0.733,n,n,N-N
373153.SPD_0038,373153.SPD_0705,polA,dinG,373153,0.999,0.453,0,0.16,0.267,0.224,0.997,0.733,n,n,N-N
373153.SPD_0038,373153.SPD_1626,polA,xth,373153,0.998,0.075,0,0,0.317,0.135,0.99,0.709,n,n,N-N
373153.SPD_0038,373153.SPD_1120,polA,topA,373153,0.997,0.38,0,0.174,0.154,0.241,0.981,0.717,n,y,N-E
373153.SPD_0038,373153.SPD_0165,polA,hexB,373153,0.997,0.1,0,0,0.22,0.279,0.987,0.718,n,n,N-N
373153.SPD_0038,373153.SPD_0419,polA,dinP,373153,0.997,0.073,0,0,0.154,0.173,0.989,0.716,n,n,N-N
373153.SPD_0038,373153.SPD_1903,polA,mutS,373153,0.997,0.37,0,0,0.194,0.367,0.982,0.676,n,n,N-N
373153.SPD_0038,373153.SPD_0826,polA,holB,373153,0.985,0.072,0,0.159,0.353,0.226,0.899,0.71,n,y,N-E
373153.SPD_0038,373153.SPD_1351,polA,SPD_1351,373153,0.973,0.296,0,0,0.098,0.249,0.902,0.517,n,n,N-N
373153.SPD_0038,373153.SPD_1759,polA,rpoB,373153,0.956,0,0,0.201,0.114,0.122,0.792,0.718,n,n,N-N
373153.SPD_0038,373153.SPD_1758,polA,rpoC,373153,0.946,0.082,0,0.229,0.069,0.198,0.732,0.694,n,y,N-E
373153.SPD_0038,373153.SPD_0218,polA,rpoA,373153,0.944,0.065,0,0.357,0.067,0.135,0.814,0.501,n,n,N-N
373153.SPD_0038,373153.SPD_1020,polA,rnhB,373153,0.934,0.429,0,0.393,0.341,0.139,0,0.718,n,n,N-N
373153.SPD_0038,373153.SPD_0774,polA,SPD_0774,373153,0.93,0.459,0,0.493,0.154,0.117,0,0.713,n,n,N-N
373153.SPD_0038,373153.SPD_1507,polA,recG,373153,0.899,0.394,0,0.297,0.198,0.117,0,0.718,n,n,N-N
373153.SPD_0038,373153.SPD_0006,polA,mfd,373153,0.896,0.095,0,0.626,0,0,0,0.718,n,n,N-N
373153.SPD_0038,373153.SPD_0788,polA,dnaE,373153,0.896,0.451,0,0.236,0.154,0.126,0,0.718,n,y,N-E
373153.SPD_0038,373153.SPD_0973,polA,pcrA,373153,0.888,0.451,0,0,0.177,0.226,0,0.718,n,n,N-N
373153.SPD_0039,373153.SPD_1073,SPD_0039,SPD_1073,373153,0.852,0.098,0.843,0,0,0,0,0,n,n,N-N
373153.SPD_0039,373153.SPD_0409,SPD_0039,ilvA,373153,0.8,0.158,0.772,0,0,0,0,0,n,n,N-N
373153.SPD_0039,373153.SPD_0038,SPD_0039,polA,373153,0.77,0.769,0,0,0,0,0,0,n,n,N-N
373153.SPD_0041,373153.SPD_1922,araT,SPD_1922,373153,0.922,0.106,0,0.181,0.066,0,0.9,0.044,n,n,N-N
373153.SPD_0041,373153.SPD_0043,araT,plsX,373153,0.876,0.855,0,0,0,0.114,0,0.105,n,n,N-N
373153.SPD_0041,373153.SPD_0042,araT,recO,373153,0.856,0.855,0,0,0,0,0,0,n,n,N-N
373153.SPD_0041,373153.SPD_0044,araT,SPD_0044,373153,0.852,0.851,0,0,0,0,0,0,n,n,N-N
373153.SPD_0041,373153.SPD_1078,araT,ldh,373153,0.75,0.08,0,0,0.071,0,0,0.731,n,n,N-N
373153.SPD_0042,373153.SPD_1485,recO,recR,373153,0.969,0.099,0,0,0.07,0.879,0,0.733,n,n,N-N
373153.SPD_0042,373153.SPD_0043,recO,plsX,373153,0.896,0.896,0,0,0,0,0,0,n,n,N-N
373153.SPD_0042,373153.SPD_0044,recO,SPD_0044,373153,0.87,0.869,0,0,0,0,0,0,n,n,N-N
373153.SPD_0042,373153.SPD_0041,recO,araT,373153,0.856,0.855,0,0,0,0,0,0,n,n,N-N
373153.SPD_0042,373153.SPD_0038,recO,polA,373153,0.839,0.444,0,0,0.071,0.115,0,0.691,n,n,N-N
373153.SPD_0042,373153.SPD_1369,recO,ssb,373153,0.803,0,0,0.163,0,0.193,0,0.733,n,y,N-E
373153.SPD_0042,373153.SPD_0532,recO,recJ,373153,0.793,0.158,0,0.168,0.076,0,0,0.718,n,n,N-N
373153.SPD_0042,373153.SPD_2054,recO,recF,373153,0.791,0.081,0,0,0.119,0.168,0,0.727,n,n,N-N
373153.SPD_0042,373153.SPD_1016,recO,rexA,373153,0.786,0.103,0,0.356,0.075,0,0,0.647,n,n,N-N
373153.SPD_0042,373153.SPD_0705,recO,dinG,373153,0.766,0.397,0,0.277,0.074,0,0,0.489,n,n,N-N
373153.SPD_0042,373153.SPD_0052,recO,SPD_0052,373153,0.758,0.451,0,0,0.078,0,0,0.561,n,n,N-N
373153.SPD_0042,373153.SPD_0760,recO,dnaX,373153,0.753,0.084,0,0.216,0.077,0.233,0,0.59,n,y,N-E
373153.SPD_0042,373153.SPD_1015,recO,rexB,373153,0.748,0,0,0.351,0,0,0,0.629,n,n,N-N
373153.SPD_0042,373153.SPD_0002,recO,dnaN,373153,0.728,0.079,0,0.308,0.215,0,0,0.521,n,n,N-N
373153.SPD_0042,373153.SPD_1062,recO,recN,373153,0.714,0,0,0,0,0,0,0.714,n,n,N-N
373153.SPD_0043,373153.SPD_0383,plsX,fabD,373153,0.996,0.378,0,0,0.987,0,0,0.637,n,y,N-E
373153.SPD_0043,373153.SPD_0745,plsX,plsY,373153,0.994,0.155,0,0.755,0,0.101,0.9,0.732,n,y,N-E
373153.SPD_0043,373153.SPD_0380,plsX,fabH,373153,0.963,0.378,0,0,0.85,0,0,0.641,n,n,N-N
373153.SPD_0043,373153.SPD_0042,plsX,recO,373153,0.896,0.896,0,0,0,0,0,0,n,n,N-N
373153.SPD_0043,373153.SPD_0044,plsX,SPD_0044,373153,0.895,0.869,0,0,0.068,0,0,0.205,n,n,N-N
373153.SPD_0043,373153.SPD_0041,plsX,araT,373153,0.876,0.855,0,0,0,0.114,0,0.105,n,n,N-N
373153.SPD_0043,373153.SPD_0599,plsX,murG,373153,0.818,0,0,0,0,0,0,0.818,n,y,N-E
373153.SPD_0043,373153.SPD_0384,plsX,fabG,373153,0.8,0.378,0,0,0.192,0,0,0.635,n,y,N-E
373153.SPD_0043,373153.SPD_1437,plsX,SPD_1437,373153,0.763,0.136,0,0,0.066,0,0,0.731,n,y,N-E
373153.SPD_0043,373153.SPD_1918,plsX,gpsA,373153,0.748,0.197,0,0.153,0.069,0,0,0.649,n,n,N-N
373153.SPD_0043,373153.SPD_0385,plsX,fabF,373153,0.744,0.262,0,0,0.171,0,0,0.616,n,y,N-E
373153.SPD_0044,373153.SPD_0383,SPD_0044,fabD,373153,0.946,0.084,0,0,0.171,0.252,0.756,0.675,n,y,N-E
373153.SPD_0044,373153.SPD_0043,SPD_0044,plsX,373153,0.895,0.869,0,0,0.068,0,0,0.205,n,n,N-N
373153.SPD_0044,373153.SPD_0042,SPD_0044,recO,373153,0.87,0.869,0,0,0,0,0,0,n,n,N-N
373153.SPD_0044,373153.SPD_0387,SPD_0044,fabZ,373153,0.856,0.084,0,0,0.07,0.274,0,0.794,n,y,N-E
373153.SPD_0044,373153.SPD_0041,SPD_0044,araT,373153,0.852,0.851,0,0,0,0,0,0,n,n,N-N
373153.SPD_0044,373153.SPD_0381,SPD_0044,acpP,373153,0.834,0,0,0.206,0,0,0.8,0,n,n,N-N
373153.SPD_0044,373153.SPD_0385,SPD_0044,fabF,373153,0.783,0.084,0,0,0.12,0.273,0,0.674,n,y,N-E
373153.SPD_0044,373153.SPD_0382,SPD_0044,fabK,373153,0.736,0.084,0,0,0,0.126,0,0.696,n,y,N-E
373153.SPD_0044,373153.SPD_1338,SPD_0044,atpH,373153,0.726,0.041,0,0,0.63,0.206,0,0.145,n,n,N-N
373153.SPD_0044,373153.SPD_0389,SPD_0044,accD,373153,0.717,0.084,0,0,0.067,0.1,0,0.675,n,y,N-E
373153.SPD_0044,373153.SPD_0386,SPD_0044,accB,373153,0.708,0.084,0,0,0.071,0,0,0.685,n,y,N-E
373153.SPD_0044,373153.SPD_0384,SPD_0044,fabG,373153,0.705,0.071,0,0,0.07,0.121,0,0.658,n,y,N-E
170187.SP_0039,170187.SP_0537,IS1381,SP_0537,170187,0.787,0.056,0.036,0.784,0,0,0,0,n,n,N-N
170187.SP_0039,170187.SP_1927,IS1381,SP_1927,170187,0.787,0.056,0.031,0.784,0,0,0,0,n,n,N-N
170187.SP_0039,170187.SP_0942,IS1381,SP_0942,170187,0.787,0.056,0.016,0.784,0,0,0,0,n,n,N-N
170187.SP_0039,170187.SP_1310,IS1381,SP_1310,170187,0.787,0.056,0.026,0.784,0,0,0,0,n,n,N-N
170187.SP_0039,170187.SP_0900,IS1381,SP_0900,170187,0.784,0,0,0.784,0,0,0,0,n,n,N-N
170187.SP_0039,170187.SP_0038,IS1381,SP_0038,170187,0.7,0.7,0,0,0,0,0,0,n,n,N-N
170187.SP_0039,170187.SP_0036,IS1381,recO,170187,0.7,0.7,0,0,0,0,0,0,n,n,N-N
170187.SP_0039,170187.SP_0035,IS1381,araT,170187,0.7,0.7,0,0,0,0,0,0,n,n,N-N
170187.SP_0039,170187.SP_0037,IS1381,plsX,170187,0.7,0.7,0,0,0,0,0,0,n,n,N-N
373153.SPD_0046,373153.SPD_0047,blpU,SPD_0047,373153,0.845,0.845,0,0,0,0,0,0,n,n,N-N
171101.spr0041,171101.spr0042,IS1167,spr0042,171101,0.965,0.845,0.069,0.776,0,0,0,0,n,n,N-N
171101.spr0041,171101.spr1675,IS1167,spr1675,171101,0.785,0,0.081,0.776,0,0,0,0,n,n,N-N
171101.spr0041,171101.spr0767,IS1167,spr0767,171101,0.783,0,0.078,0.775,0,0,0,0,n,n,N-N
171101.spr0041,171101.spr1009,IS1167,spr1009,171101,0.781,0,0.072,0.774,0,0,0,0,n,n,N-N
171101.spr0041,171101.spr0988,IS1167,spr0988,171101,0.774,0,0.04,0.774,0,0,0,0,n,n,N-N
171101.spr0041,171101.spr0029,IS1167,spr0029,171101,0.744,0,0.022,0.744,0,0,0,0,n,n,N-N
171101.spr0041,171101.spr0019,IS1167,spr0019,171101,0.731,0,0.019,0.731,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr0041,spr0042,IS1167,171101,0.965,0.845,0.069,0.776,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr1702,spr0042,spr1702,171101,0.774,0,0.035,0.774,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr1008,spr0042,AAK99812.1,171101,0.774,0,0.025,0.774,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr1676,spr0042,spr1676,171101,0.774,0,0.025,0.774,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr0766,spr0042,spr0766,171101,0.774,0,0.024,0.774,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr0986,spr0042,spr0986,171101,0.773,0,0.024,0.773,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr0132,spr0042,spr0132,171101,0.77,0,0.026,0.77,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr0987,spr0042,spr0987,171101,0.769,0,0.033,0.769,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr0133,spr0042,spr0133,171101,0.763,0,0.042,0.763,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr0017,spr0042,spr0017,171101,0.761,0,0.019,0.761,0,0,0,0,n,n,N-N
171101.spr0042,171101.spr0765,spr0042,spr0765,171101,0.759,0,0.023,0.759,0,0,0,0,n,n,N-N
373153.SPD_0049,373153.SPD_0050,comA,comB,373153,0.978,0.833,0,0.765,0.135,0,0,0.44,n,n,N-N
373153.SPD_0050,373153.SPD_0049,comB,comA,373153,0.978,0.833,0,0.765,0.135,0,0,0.44,n,n,N-N
373153.SPD_0050,373153.SPD_2064,comB,comD,373153,0.8,0,0,0.467,0,0,0,0.64,n,n,N-N
373153.SPD_0050,373153.SPD_1017,comB,SPD_1017,373153,0.708,0,0,0.708,0,0,0,0,n,n,N-N
373153.SPD_0051,373153.SPD_0052,purC,SPD_0052,373153,0.998,0.694,0,0.321,0.974,0.229,0,0.718,n,n,N-N
373153.SPD_0051,373153.SPD_0059,purC,purE,373153,0.997,0.378,0.765,0.33,0.205,0,0.9,0.773,n,n,N-N
373153.SPD_0051,373153.SPD_0062,purC,purB,373153,0.997,0.378,0.704,0.164,0.601,0.169,0.9,0.618,n,n,N-N
373153.SPD_0051,373153.SPD_0058,purC,purD,373153,0.997,0.475,0.689,0.404,0.805,0.239,0,0.867,n,n,N-N
373153.SPD_0051,373153.SPD_0057,purC,purH,373153,0.993,0.503,0,0.297,0.847,0.239,0,0.867,n,n,N-N
373153.SPD_0051,373153.SPD_0060,purC,purK,373153,0.99,0.378,0.753,0.161,0.618,0,0,0.841,n,n,N-N
