qseqid,sseqid,slen,qlen,length,s_cov,scov_filt,qcov,qcov_filt,pident,p_ident_cutoff,evalue,score,qstart,qend,sstart,send,gaps,positive
373153.SPD_1216,DEG10210070,872,872,872,1,yes,1,yes,89.679,no,0,4171,1,872,1,872,0,828
373153.SPD_1217,DEG10580150,161,161,160,0.99378882,yes,0.99378882,yes,57.5,no,9.73E-64,487,1,160,1,160,0,122
373153.SPD_1218,DEG10580114,356,356,356,1,yes,1,yes,67.135,no,0,1304,1,356,1,356,0,290
373153.SPD_1219,DEG10580113,256,257,256,1,yes,0.996108949,yes,81.25,no,1.10E-149,1072,1,256,1,256,0,228
373153.SPD_1220,DEG10580112,266,268,267,1.003759398,yes,0.996268657,yes,77.903,no,1.06E-154,1107,1,267,1,266,1,240
373153.SPD_1221,DEG10580111,384,385,383,0.997395833,yes,0.994805195,yes,91.645,no,0,1794,1,383,1,383,0,367
373153.SPD_1222,DEG10070176,316,316,316,1,yes,1,yes,100,yes,0,1669,1,316,1,316,0,316
373153.SPD_1223,DEG10470442,271,250,199,0.734317343,no,0.796,no,36.683,no,9.53E-28,265,24,217,43,235,11,112
373153.SPD_1224,DEG10010243,841,243,38,0.045184304,no,0.156378601,no,44.737,no,0.16,73,75,111,592,629,1,25
373153.SPD_1226,DEG10370142,724,271,245,0.33839779,no,0.904059041,no,31.837,no,6.45E-28,279,21,262,251,486,12,127
373153.SPD_1226,DEG10370142,724,271,227,0.313535912,no,0.837638376,no,29.956,no,1.15E-19,216,42,262,27,243,16,118
373153.SPD_1227,DEG10580137,218,217,218,1,yes,1.004608295,yes,70.183,no,4.86E-113,823,1,217,1,218,1,184
373153.SPD_1228,DEG10580138,252,252,252,1,yes,1,yes,87.302,no,1.84E-166,1181,1,252,1,252,0,240
373153.SPD_1229,DEG10210103,267,267,267,1,yes,1,yes,92.884,no,0,1360,1,267,1,267,0,261
373153.SPD_1230,DEG10210102,294,294,294,1,yes,1,yes,93.878,no,0,1435,1,294,1,294,0,286
373153.SPD_1231,DEG10420174,305,305,306,1.003278689,yes,1.003278689,yes,82.353,no,0,1297,1,305,1,305,2,278
373153.SPD_1232,DEG10580140,289,292,286,0.989619377,yes,0.979452055,yes,69.58,no,7.12E-153,1100,1,286,1,286,0,249
373153.SPD_1233,DEG10370136,436,434,435,0.997706422,yes,1.002304147,yes,64.828,no,0,1451,1,433,2,436,2,333
373153.SPD_1234,DEG10290202,267,257,232,0.868913858,no,0.902723735,no,28.448,no,3.48E-20,212,1,225,1,232,7,98
373153.SPD_1235,DEG10010144,700,92,21,0.03,no,0.22826087,no,52.381,no,7.1,53,65,85,492,512,0,15
373153.SPD_1236,DEG10580141,133,133,133,1,yes,1,yes,78.195,no,4.09E-77,569,1,133,1,133,0,120
373153.SPD_1237,DEG10550127,314,205,32,0.101910828,no,0.156097561,no,40.625,no,0.63,66,134,165,134,165,0,16
373153.SPD_1238,DEG10370041,194,257,45,0.231958763,no,0.175097276,no,48.889,no,5.10E-06,106,181,225,112,156,0,30
373153.SPD_1239,DEG10380129,250,245,245,0.98,yes,1,yes,52.245,no,1.51E-94,708,1,245,1,245,0,180
373153.SPD_1240,DEG10410087,385,376,373,0.968831169,yes,0.992021277,yes,32.708,no,3.10E-64,531,9,369,12,379,17,195
373153.SPD_1241,DEG10580338,178,129,80,0.449438202,no,0.620155039,no,27.5,no,0.004,79,23,102,28,107,0,42
373153.SPD_1242,DEG10580207,137,127,113,0.824817518,no,0.88976378,no,55.752,no,3.16E-39,320,1,113,2,114,0,89
373153.SPD_1243,DEG10580208,265,262,256,0.966037736,yes,0.977099237,yes,69.922,no,9.11E-131,949,2,256,1,256,1,216
373153.SPD_1244,DEG10540165,311,311,310,0.996784566,yes,0.996784566,yes,76.129,no,8.71E-178,1268,1,310,1,310,0,274
373153.SPD_1245,DEG10420238,58,58,58,1,yes,1,yes,94.828,no,3.12E-33,266,1,58,1,58,0,57
373153.SPD_1246,DEG10220174,263,235,212,0.80608365,no,0.90212766,no,36.321,no,6.81E-39,339,31,230,37,244,16,119
373153.SPD_1247,DEG10300065,347,342,345,0.994236311,yes,1.00877193,yes,48.696,no,9.28E-100,761,1,341,1,336,13,229
373153.SPD_1250,DEG10210165,274,274,273,0.996350365,yes,0.996350365,yes,84.982,no,5.25E-178,1262,1,273,1,273,0,255
373153.SPD_1251,DEG10070072,486,486,486,1,yes,1,yes,100,yes,0,2595,1,486,1,486,0,486
373153.SPD_1252,DEG10070174,495,162,41,0.082828283,no,0.25308642,no,34.146,no,3.2,59,12,51,72,110,3,24
373153.SPD_1254,DEG10610244,246,242,122,0.495934959,no,0.504132231,no,28.689,no,0.33,69,7,122,5,123,9,67
373153.SPD_1255,DEG10610254,290,240,139,0.479310345,no,0.579166667,no,47.482,no,1.08E-37,333,15,153,58,196,0,97
373153.SPD_1256,DEG10070177,241,241,241,1,yes,1,yes,100,yes,0,1301,1,241,1,241,0,241
373153.SPD_1260,DEG10450073,381,392,286,0.750656168,no,0.729591837,no,30.42,no,1.86E-22,240,2,271,27,273,55,133
373153.SPD_1262,DEG10560645,303,330,104,0.343234323,no,0.315151515,no,28.846,no,9.60E-06,107,212,315,176,279,0,54
373153.SPD_1263,DEG10470308,587,584,564,0.960817717,yes,0.965753425,yes,26.95,no,6.78E-64,558,6,559,11,567,17,295
373153.SPD_1264,DEG10390040,605,573,496,0.819834711,no,0.865619546,no,31.452,no,8.68E-76,641,90,563,123,601,39,276
373153.SPD_1266,DEG10140147,296,231,94,0.317567568,no,0.406926407,no,28.723,no,7.61E-05,98,137,225,174,267,5,47
373153.SPD_1267,DEG10580099,284,454,220,0.774647887,no,0.484581498,no,33.636,no,1.75E-37,346,2,217,4,223,4,128
373153.SPD_1267,DEG10580099,284,454,216,0.76056338,no,0.475770925,no,30.093,no,4.87E-18,205,259,454,5,218,22,108
373153.SPD_1272,DEG10010146,667,116,62,0.092953523,no,0.534482759,no,29.032,no,1.6,59,12,61,151,212,12,27
373153.SPD_1273,DEG10460092,192,79,62,0.322916667,no,0.784810127,no,27.419,no,6.7,51,17,67,74,135,11,32
373153.SPD_1274,DEG10580120,516,520,513,0.994186047,yes,0.986538462,yes,86.745,no,0,2409,9,520,4,516,1,482
373153.SPD_1275,DEG10180541,238,232,213,0.894957983,no,0.918103448,no,30.516,no,2.41E-27,258,5,215,3,214,3,117
373153.SPD_1276,DEG10470451,300,298,177,0.59,no,0.593959732,no,23.729,no,0.32,70,3,173,2,166,18,78
373153.SPD_1277,DEG10470357,378,312,299,0.791005291,no,0.958333333,yes,21.405,no,4.43E-09,134,3,285,60,353,21,134
373153.SPD_1278,DEG10400146,80,241,78,0.975,yes,0.323651452,no,32.051,no,1.8,59,107,180,5,79,7,39
373153.SPD_1279,DEG10180600,147,211,46,0.31292517,no,0.218009479,no,30.435,no,3.2,59,156,200,102,147,1,26
373153.SPD_1280,DEG10440054,273,275,274,1.003663004,yes,0.996363636,yes,27.372,no,2.12E-33,305,1,268,1,263,17,138
373153.SPD_1281,DEG10240212,407,111,56,0.137592138,no,0.504504505,no,28.571,no,3.3,56,8,63,164,215,4,27
373153.SPD_1282,DEG10270279,342,170,42,0.122807018,no,0.247058824,no,38.095,no,2.2,61,128,165,96,135,6,20
373153.SPD_1285,DEG10070178,203,203,203,1,yes,1,yes,100,yes,1.99E-150,1065,1,203,1,203,0,203
373153.SPD_1286,DEG10270623,322,242,238,0.739130435,no,0.983471074,yes,34.874,no,4.34E-41,358,5,237,68,303,7,131
373153.SPD_1287,DEG10070179,303,303,303,1,yes,1,yes,100,yes,0,1603,1,303,1,303,0,303
373153.SPD_1288,DEG10370170,74,74,74,1,yes,1,yes,44.595,no,1.39E-17,167,1,74,1,74,0,54
373153.SPD_1289,DEG10420071,247,247,247,1,yes,1,yes,78.543,no,6.24E-148,1058,1,247,1,247,0,228
373153.SPD_1290,DEG10420070,267,266,257,0.962546816,yes,0.966165414,yes,73.93,no,2.80E-137,993,10,266,11,267,0,222
373153.SPD_1291,DEG10580093,117,118,117,1,yes,0.991525424,yes,57.265,no,2.16E-46,365,1,117,1,117,0,88
373153.SPD_1292,DEG10580311,168,176,164,0.976190476,yes,0.931818182,no,54.268,no,1.11E-59,463,7,170,4,165,2,115
373153.SPD_1293,DEG10020155,169,164,153,0.905325444,no,0.932926829,no,28.758,no,1.00E-11,142,3,149,2,146,14,73
373153.SPD_1294,DEG10060112,531,148,66,0.124293785,no,0.445945946,no,31.818,no,0.96,63,34,99,175,226,14,32
373153.SPD_1295,DEG10420204,218,215,214,0.981651376,yes,0.995348837,yes,70.093,no,6.70E-110,802,2,215,4,217,0,181
373153.SPD_1296,DEG10400468,456,193,122,0.26754386,no,0.632124352,no,26.23,no,3.47E-04,92,7,126,255,374,4,54
373153.SPD_1297,DEG10250513,299,291,285,0.953177258,yes,0.979381443,yes,69.123,no,1.01E-139,1015,8,290,14,298,2,231
373153.SPD_1298,DEG10580097,455,459,458,1.006593407,yes,0.997821351,yes,74.454,no,0,1790,1,458,1,455,3,392
373153.SPD_1300,DEG10050077,346,307,277,0.800578035,no,0.90228013,no,24.549,no,1.93E-23,242,5,270,28,302,13,135
373153.SPD_1301,DEG10060282,168,201,122,0.726190476,no,0.606965174,no,26.23,no,0.001,86,10,123,13,130,12,54
373153.SPD_1302,DEG10060282,168,414,90,0.535714286,no,0.217391304,no,28.889,no,0.012,81,6,92,10,95,7,44
373153.SPD_1303,DEG10420066,85,85,85,1,yes,1,yes,90.588,no,1.23E-52,399,1,85,1,85,0,83
373153.SPD_1304,DEG10210171,679,678,679,1,yes,1.001474926,yes,76.878,no,0,2751,1,678,1,679,1,595
373153.SPD_1305,DEG10070180,305,305,305,1,yes,1,yes,100,yes,0,1638,1,305,1,305,0,305
373153.SPD_1306,DEG10670304,734,129,32,0.04359673,no,0.248062016,no,46.875,no,1.1,62,90,121,58,87,2,19
373153.SPD_1307,DEG10460234,495,129,82,0.165656566,no,0.635658915,no,32.927,no,0.8,62,14,91,376,455,6,38
373153.SPD_1311,DEG10400676,353,325,161,0.456090652,no,0.495384615,no,26.708,no,5.35E-09,134,2,157,16,170,11,69
373153.SPD_1312,DEG10260063,629,360,362,0.575516693,no,1.005555556,yes,33.978,no,2.39E-56,491,16,360,24,381,21,192
373153.SPD_1316,DEG10200244,448,112,93,0.207589286,no,0.830357143,no,22.581,no,1,60,8,92,22,111,11,39
373153.SPD_1318,DEG10210136,398,398,398,1,yes,1,yes,98.492,yes,0,2053,1,398,1,398,0,396
373153.SPD_1320,DEG10580041,281,289,289,1.028469751,yes,1,yes,69.55,no,2.10E-146,1057,1,289,1,281,8,241
373153.SPD_1321,DEG10590009,957,202,46,0.048066876,no,0.227722772,no,32.609,no,0.02,79,108,153,790,833,2,21
373153.SPD_1321,DEG10590009,957,202,58,0.060606061,no,0.287128713,no,34.483,no,0.034,77,103,157,805,862,3,25
373153.SPD_1322,DEG10240020,594,368,75,0.126262626,no,0.203804348,no,38.667,no,2.4,65,277,349,280,348,8,35
373153.SPD_1323,DEG10570173,208,84,42,0.201923077,no,0.5,no,30.952,no,0.95,58,34,75,44,85,0,24
373153.SPD_1324,DEG10550553,274,99,38,0.138686131,no,0.383838384,no,47.368,no,0.066,68,13,49,15,51,2,23
373153.SPD_1326,DEG10380146,572,572,571,0.998251748,yes,0.998251748,yes,83.187,no,0,2557,1,571,1,571,0,523
373153.SPD_1327,DEG10180400,139,115,61,0.438848921,no,0.530434783,no,29.508,no,0.033,70,38,96,64,118,8,29
373153.SPD_1328,DEG10580077,278,278,276,0.992805755,yes,0.992805755,yes,71.739,no,4.34E-147,1060,1,276,3,278,0,224
373153.SPD_1329,DEG10580076,210,209,209,0.995238095,yes,1,yes,78.469,no,5.14E-116,841,1,209,1,209,0,181
373153.SPD_1330,DEG10580075,213,213,213,1,yes,1,yes,72.3,no,3.54E-116,843,1,213,1,213,0,189
373153.SPD_1331,DEG10290281,206,409,76,0.368932039,no,0.185819071,no,28.947,no,0.15,74,48,117,104,178,7,37
373153.SPD_1332,DEG10070047,369,388,364,0.986449864,yes,0.93814433,no,28.022,no,2.93E-39,360,30,385,15,369,17,196
373153.SPD_1333,DEG10580193,334,337,331,0.991017964,yes,0.982195846,yes,70.393,no,4.30E-180,1289,5,335,3,333,0,281
373153.SPD_1334,DEG10070181,139,139,139,1,yes,1,yes,100,yes,5.24E-97,701,1,139,1,139,0,139
373153.SPD_1335,DEG10070182,468,468,468,1,yes,1,yes,100,yes,0,2443,1,468,1,468,0,468
373153.SPD_1336,DEG10070183,292,292,292,1,yes,1,yes,100,yes,0,1558,1,292,1,292,0,292
373153.SPD_1337,DEG10070184,501,501,501,1,yes,1,yes,99.8,yes,0,2609,1,501,1,501,0,500
373153.SPD_1338,DEG10210077,178,178,178,1,yes,1,yes,53.371,no,1.38E-66,509,1,178,1,178,0,135
373153.SPD_1339,DEG10070185,164,164,164,1,yes,1,yes,100,yes,3.59E-114,819,1,164,1,164,0,164
373153.SPD_1340,DEG10210075,238,238,238,1,yes,1,yes,65.546,no,1.77E-102,758,1,238,1,238,0,187
373153.SPD_1341,DEG10210074,66,66,66,1,yes,1,yes,65.152,no,6.93E-30,246,1,66,1,66,0,58
373153.SPD_1342,DEG10580246,387,335,367,0.948320413,no,1.095522388,yes,25.341,no,6.15E-10,142,8,314,2,356,72,154
373153.SPD_1343,DEG10260102,180,142,63,0.35,no,0.443661972,no,39.683,no,1.16E-04,91,63,122,109,171,3,33
373153.SPD_1345,DEG10070073,160,160,160,1,yes,1,yes,99.375,yes,2.53E-110,793,1,160,1,160,0,159
373153.SPD_1346,DEG10580222,605,551,349,0.576859504,no,0.633393829,no,55.301,no,6.91E-131,1011,207,551,255,603,4,251
373153.SPD_1347,DEG10580312,169,164,179,1.059171598,yes,1.091463415,yes,26.816,no,1.23E-04,92,1,163,2,160,36,78
373153.SPD_1348,DEG10180468,167,154,103,0.616766467,no,0.668831169,no,31.068,no,0.004,79,1,94,5,93,23,49
373153.SPD_1349,DEG10070186,444,444,444,1,yes,1,yes,100,yes,0,2358,1,444,1,444,0,444
373153.SPD_1350,DEG10560050,252,205,35,0.138888889,no,0.170731707,no,37.143,no,2.1,62,12,46,172,206,0,18
373153.SPD_1351,DEG10680012,1030,1032,604,0.586407767,no,0.585271318,no,31.623,no,2.95E-82,737,434,1007,424,1010,47,320
373153.SPD_1352,DEG10470142,395,388,337,0.853164557,no,0.868556701,no,26.113,no,2.06E-29,292,58,388,63,391,14,167
373153.SPD_1353,DEG10050038,381,364,365,0.958005249,yes,1.002747253,yes,48.219,no,4.24E-121,908,1,362,13,377,3,239
373153.SPD_1355,DEG10060010,589,150,144,0.244482173,no,0.96,yes,38.889,no,1.32E-28,271,1,144,352,494,1,86
373153.SPD_1357,DEG10470297,567,652,619,1.091710758,yes,0.949386503,no,27.787,no,5.29E-35,350,1,593,1,545,100,268
373153.SPD_1358,DEG10070074,529,540,529,1,yes,0.97962963,yes,99.811,yes,0,2723,12,540,1,529,0,529
373153.SPD_1359,DEG10070075,481,481,481,1,yes,1,yes,98.96,yes,0,2540,1,481,1,481,0,477
373153.SPD_1362,DEG10200214,333,170,82,0.246246246,no,0.482352941,no,28.049,no,0.32,67,69,140,225,293,23,35
373153.SPD_1363,DEG10070076,311,311,311,1,yes,1,yes,100,yes,0,1619,1,311,1,311,0,311
373153.SPD_1364,DEG10020029,82,99,77,0.93902439,no,0.777777778,no,40.26,no,6.74E-17,166,6,82,5,81,0,47
373153.SPD_1365,DEG10500005,233,249,228,0.978540773,yes,0.915662651,no,27.193,no,5.64E-19,202,21,246,5,223,11,116
373153.SPD_1366,DEG10580299,123,119,119,0.967479675,yes,1,yes,63.025,no,1.80E-50,392,1,119,1,119,0,94
373153.SPD_1367,DEG10180098,164,466,191,1.164634146,yes,0.409871245,no,35.079,no,4.57E-23,234,285,466,1,164,36,99
373153.SPD_1368,DEG10210051,79,79,79,1,yes,1,yes,100,yes,7.09E-54,406,1,79,1,79,0,79
373153.SPD_1369,DEG10070077,156,156,156,1,yes,1,yes,100,yes,2.16E-115,825,1,156,1,156,0,156
373153.SPD_1370,DEG10210049,96,96,96,1,yes,1,yes,97.917,yes,9.05E-65,481,1,96,1,96,0,95
373153.SPD_1371,DEG10070078,447,447,447,1,yes,1,yes,99.776,yes,0,2379,1,447,1,447,0,446
373153.SPD_1373,DEG10580088,393,395,389,0.989821883,yes,0.984810127,yes,80.72,no,0,1713,2,390,3,391,0,353
373153.SPD_1374,DEG10070079,143,143,143,1,yes,1,yes,98.601,yes,1.35E-101,732,1,143,1,143,0,142
373153.SPD_1376,DEG10470208,315,2551,198,0.628571429,no,0.077616621,no,43.434,no,3.00E-32,323,707,904,32,229,0,93
373153.SPD_1376,DEG10470208,315,2551,205,0.650793651,no,0.080360643,no,41.951,no,7.97E-32,320,617,821,32,230,6,97
373153.SPD_1376,DEG10470208,315,2551,216,0.685714286,no,0.084672677,no,40.741,no,1.29E-31,318,588,803,24,230,9,100
373153.SPD_1376,DEG10470208,315,2551,198,0.628571429,no,0.077616621,no,42.929,no,2.90E-31,315,689,886,32,229,0,92
373153.SPD_1376,DEG10470208,315,2551,204,0.647619048,no,0.07996864,no,41.176,no,5.07E-31,314,635,838,32,229,6,96
373153.SPD_1376,DEG10470208,315,2551,201,0.638095238,no,0.07879263,no,41.294,no,2.49E-29,301,653,853,32,226,6,92
373153.SPD_1376,DEG10470208,315,2551,182,0.577777778,no,0.071344571,no,41.209,no,4.60E-23,253,725,906,32,198,15,84
373153.SPD_1376,DEG10470208,315,2551,185,0.587301587,no,0.07252058,no,35.135,no,3.98E-13,176,1185,1369,24,197,11,76
373153.SPD_1376,DEG10470208,315,2551,136,0.431746032,no,0.053312426,no,38.235,no,7.07E-13,174,1233,1368,20,154,1,62
373153.SPD_1376,DEG10470208,315,2551,151,0.479365079,no,0.059192474,no,31.788,no,3.59E-09,144,1482,1632,85,226,9,54
373153.SPD_1376,DEG10470208,315,2551,168,0.533333333,no,0.065856527,no,29.762,no,4.22E-09,144,1465,1632,28,190,5,61
373153.SPD_1376,DEG10470208,315,2551,192,0.60952381,no,0.075264602,no,31.25,no,7.43E-09,142,1482,1673,37,207,21,64
373153.SPD_1376,DEG10470208,315,2551,258,0.819047619,no,0.101136809,no,29.457,no,1.35E-08,140,1264,1518,32,229,63,86
373153.SPD_1376,DEG10470208,315,2551,104,0.33015873,no,0.040768326,no,29.808,no,0.016,90,1570,1673,32,135,0,35
373153.SPD_1380,DEG10340410,420,531,97,0.230952381,no,0.1826742,no,25.773,no,0.64,71,273,366,189,276,12,47
373153.SPD_1381,DEG10400332,192,136,99,0.515625,no,0.727941176,no,36.364,no,7.07E-15,163,42,133,60,158,7,57
373153.SPD_1382,DEG10070187,263,263,263,1,yes,1,yes,100,yes,0,1381,1,263,1,263,0,263
373153.SPD_1383,DEG10070188,898,898,898,1,yes,1,yes,100,yes,0,4691,1,898,1,898,0,898
373153.SPD_1384,DEG10070189,394,394,394,1,yes,1,yes,100,yes,0,2070,1,394,1,394,0,394
373153.SPD_1385,DEG10020061,625,623,617,0.9872,yes,0.990369181,yes,44.084,no,1.29E-173,1305,1,613,1,609,12,397
373153.SPD_1386,DEG10070190,399,394,394,0.987468672,yes,1,yes,100,yes,0,2075,1,394,6,399,0,394
373153.SPD_1387,DEG10070080,255,255,255,1,yes,1,yes,100,yes,0,1341,1,255,1,255,0,255
373153.SPD_1388,DEG10680240,293,282,270,0.921501706,no,0.957446809,yes,28.519,no,9.78E-15,175,1,258,1,261,21,132
373153.SPD_1389,DEG10200402,225,124,96,0.426666667,no,0.774193548,no,27.083,no,0.34,64,17,97,134,220,24,40
373153.SPD_1390,DEG10070081,450,450,450,1,yes,1,yes,99.556,yes,0,2317,1,450,1,450,0,450
373153.SPD_1391,DEG10580186,234,259,220,0.94017094,no,0.849420849,no,43.182,no,1.76E-55,449,7,225,10,228,2,143
373153.SPD_1392,DEG10070191,292,271,271,0.928082192,no,1,yes,99.631,yes,0,1394,1,271,22,292,0,271
373153.SPD_1393,DEG10010230,332,322,325,0.978915663,yes,1.00931677,yes,53.846,no,2.20E-123,914,2,322,5,328,5,231
373153.SPD_1394,DEG10020069,314,303,285,0.907643312,no,0.940594059,no,44.912,no,3.93E-80,624,21,303,24,306,4,193
373153.SPD_1395,DEG10640258,331,325,260,0.785498489,no,0.8,no,41.538,no,6.94E-67,540,1,260,1,253,7,171
373153.SPD_1396,DEG10380077,296,296,296,1,yes,1,yes,73.986,no,1.70E-169,1211,1,296,1,296,0,261
373153.SPD_1397,DEG10180597,128,126,126,0.984375,yes,1,yes,53.175,no,6.96E-41,330,1,123,1,125,4,86
373153.SPD_1398,DEG10070082,195,195,195,1,yes,1,yes,100,yes,7.38E-147,1040,1,195,1,195,0,195
373153.SPD_1399,DEG10070192,410,410,410,1,yes,1,yes,100,yes,0,2142,1,410,1,410,0,410
373153.SPD_1400,DEG10580115,57,56,56,0.98245614,yes,1,yes,78.571,no,3.31E-24,207,1,56,1,56,0,46
373153.SPD_1401,DEG10070193,168,168,168,1,yes,1,yes,100,yes,3.13E-125,892,1,168,1,168,0,168
373153.SPD_1403,DEG10530494,107,490,55,0.514018692,no,0.112244898,no,32.727,no,0.19,70,357,411,58,101,11,25
373153.SPD_1404,DEG10070195,259,252,252,0.972972973,yes,1,yes,100,yes,0,1318,1,252,8,259,0,252
373153.SPD_1405,DEG10070196,225,225,225,1,yes,1,yes,100,yes,3.08E-166,1174,1,225,1,225,0,225
373153.SPD_1406,DEG10070197,314,314,314,1,yes,1,yes,100,yes,0,1697,1,314,1,314,0,314
373153.SPD_1407,DEG10180087,183,176,157,0.857923497,no,0.892045455,no,52.229,no,2.00E-57,449,9,165,11,167,0,116
373153.SPD_1408,DEG10120116,250,252,115,0.46,no,0.456349206,no,33.913,no,3.30E-09,131,29,141,55,167,4,55
373153.SPD_1409,DEG10020014,365,376,373,1.021917808,yes,0.992021277,yes,58.177,no,5.35E-150,1098,1,371,1,360,15,274
373153.SPD_1411,DEG10020012,165,191,83,0.503030303,no,0.434554974,no,42.169,no,5.51E-14,159,99,181,73,155,0,50
373153.SPD_1412,DEG10070198,262,262,262,1,yes,1,yes,100,yes,0,1382,1,262,1,262,0,262
373153.SPD_1413,DEG10610242,506,524,479,0.946640316,no,0.914122137,no,49.269,no,1.47E-157,1177,3,480,4,464,19,329
373153.SPD_1415,DEG10510118,478,438,461,0.964435146,yes,1.052511416,yes,32.321,no,5.09E-66,555,4,434,5,460,35,226
373153.SPD_1416,DEG10070083,447,447,447,1,yes,1,yes,99.776,yes,0,2383,1,447,1,447,0,447
373153.SPD_1417,DEG10070084,260,260,260,1,yes,1,yes,100,yes,0,1362,1,260,1,260,0,260
373153.SPD_1418,DEG10270364,375,360,330,0.88,no,0.916666667,no,35.758,no,3.54E-53,454,27,345,38,358,20,180
373153.SPD_1422,DEG10580295,161,153,152,0.944099379,no,0.993464052,yes,54.605,no,1.47E-55,433,1,152,1,151,1,116
373153.SPD_1423,DEG10070085,257,257,257,1,yes,1,yes,99.222,yes,0,1347,1,257,1,257,0,257
373153.SPD_1424,DEG10050599,269,249,242,0.899628253,no,0.97188755,yes,35.537,no,1.19E-50,419,8,249,7,245,3,136
373153.SPD_1425,DEG10230291,581,383,38,0.065404475,no,0.09921671,no,34.211,no,1.6,67,98,135,393,430,0,19
373153.SPD_1426,DEG10670300,277,209,83,0.299638989,no,0.397129187,no,30.12,no,2.3,62,80,152,40,122,10,37
373153.SPD_1427,DEG10150009,113,112,113,1,yes,1.008928571,yes,69.912,no,1.45E-54,417,1,112,1,113,1,94
373153.SPD_1428,DEG10580154,225,223,221,0.982222222,yes,0.99103139,yes,71.493,no,5.41E-113,824,1,221,1,221,0,191
373153.SPD_1429,DEG10580155,158,158,163,1.03164557,yes,1.03164557,yes,42.331,no,1.71E-27,247,1,158,1,158,10,101
373153.SPD_1430,DEG10070199,92,68,68,0.739130435,no,1,yes,100,yes,2.45E-47,363,1,68,25,92,0,68
373153.SPD_1431,DEG10570217,332,317,314,0.945783133,no,0.990536278,yes,30.573,no,4.13E-43,379,3,314,6,316,5,160
373153.SPD_1432,DEG10070200,339,339,339,1,yes,1,yes,100,yes,0,1804,1,339,1,339,0,339
373153.SPD_1433,DEG10400622,379,367,357,0.941952507,no,0.972752044,yes,25.21,no,4.40E-08,128,3,346,4,342,31,140
373153.SPD_1434,DEG10080164,243,265,226,0.930041152,no,0.852830189,no,27.434,no,2.19E-13,163,2,226,3,210,19,93
373153.SPD_1435,DEG10070086,225,225,225,1,yes,1,yes,99.556,yes,1.00E-160,1138,1,225,1,225,0,224
373153.SPD_1436,DEG10140053,929,778,643,0.692142088,no,0.826478149,no,26.594,no,3.28E-46,449,47,603,79,708,99,300
373153.SPD_1437,DEG10070088,249,249,249,1,yes,1,yes,100,yes,0,1323,1,249,1,249,0,249
373153.SPD_1438,DEG10550521,209,204,197,0.942583732,no,0.965686275,yes,44.162,no,2.71E-41,348,1,196,5,199,3,136
373153.SPD_1439,DEG10420057,89,89,89,1,yes,1,yes,94.382,no,8.55E-58,434,1,89,1,89,0,86
373153.SPD_1440,DEG10070201,209,209,209,1,yes,1,yes,100,yes,1.50E-153,1087,1,209,1,209,0,209
373153.SPD_1442,DEG10290128,82,68,35,0.426829268,no,0.514705882,no,37.143,no,3.1,51,23,57,1,35,0,17
373153.SPD_1444,DEG10070202,647,647,647,1,yes,1,yes,100,yes,0,3482,1,647,1,647,0,647
373153.SPD_1445,DEG10010262,611,324,117,0.191489362,no,0.361111111,no,36.752,no,1.27E-12,164,204,312,478,594,8,68
373153.SPD_1446,DEG10470507,234,225,226,0.965811966,yes,1.004444444,yes,34.956,no,7.66E-45,375,3,223,4,229,5,138
373153.SPD_1447,DEG10060251,268,357,112,0.417910448,no,0.31372549,no,28.571,no,0.01,83,62,173,3,101,13,50
373153.SPD_1448,DEG10580050,143,145,134,0.937062937,no,0.924137931,no,37.313,no,5.08E-23,215,5,138,3,133,3,81
373153.SPD_1449,DEG10510473,272,280,107,0.393382353,no,0.382142857,no,29.907,no,0.048,77,126,227,161,265,7,46
373153.SPD_1450,DEG10250527,230,216,223,0.969565217,yes,1.032407407,yes,27.354,no,4.33E-16,179,6,215,9,230,14,100
373153.SPD_1452,DEG10060259,286,130,44,0.153846154,no,0.338461538,no,34.091,no,2.6,58,60,101,159,202,2,24
373153.SPD_1457,DEG10170230,150,147,146,0.973333333,yes,0.993197279,yes,45.205,no,2.48E-42,344,1,145,1,145,2,97
373153.SPD_1458,DEG10070089,740,740,740,1,yes,1,yes,99.865,yes,0,3971,1,740,1,740,0,739
373153.SPD_1459,DEG10250505,224,209,206,0.919642857,no,0.985645933,yes,36.408,no,1.36E-25,244,25,209,27,219,34,99
373153.SPD_1460,DEG10250029,663,630,663,1,yes,1.052380952,yes,29.563,no,8.68E-75,642,3,630,19,662,54,307
373153.SPD_1461,DEG10070090,240,240,240,1,yes,1,yes,100,yes,5.20E-179,1261,1,240,1,240,0,240
373153.SPD_1462,DEG10550059,292,282,277,0.948630137,no,0.982269504,yes,29.964,no,4.48E-38,339,11,279,13,289,8,151
373153.SPD_1463,DEG10550058,305,309,288,0.944262295,no,0.932038835,no,23.611,no,5.27E-32,300,35,307,24,302,24,138
373153.SPD_1464,DEG10600384,167,163,163,0.976047904,yes,1,yes,44.172,no,4.32E-45,365,2,161,5,167,3,104
373153.SPD_1465,DEG10150124,433,902,136,0.31408776,no,0.150776053,no,29.412,no,2.73E-05,110,389,507,300,430,22,65
373153.SPD_1466,DEG10270176,248,233,214,0.862903226,no,0.918454936,no,41.121,no,2.64E-56,453,4,212,7,220,5,135
